index_,index,customer_city,customer_state,customer_zip_code_prefix,id,most_voted_class,most_voted_subclass,order_aproved_at,order_delivered_customer_date,order_estimated_delivery_date,order_freight_value,order_items_qty,order_products_value,order_purchase_timestamp,order_sellers_qty,order_status,product_category_name,product_description_length,product_name_length,product_photos_qty,review_answer_timestamp,review_comment_message,review_creation_date,review_score,votes_before_estimate,votes_delayed,votes_low_quality,votes_not_as_anounced,votes_other_delivery,votes_other_order,votes_partial_delivery,votes_return,votes_satisfied
2901,2901,Belo Horizonte,MG,308,2902,satisfeito_com_pedido,satisfeito,2018-02-18 13:46:36.606696,2018-03-03 02:48:53.603256,2018-03-14 00:00:00.000000,20.91,1,60.0,2018-02-18 12:41:01,1,delivered,beleza_saude,1665,38,1,2018-03-07 02:53:50,muito bom cabelo fica lisinho,2018-03-04 00:00:00,5,0,0,0,0,0,0,1,0,2
2902,2902,Contagem,MG,323,2903,problemas_de_qualidade,diferente_do_anunciado,2018-02-22 02:08:47.477370,2018-02-28 15:04:21.345964,2018-03-14 00:00:00.000000,15.1,1,19.9,2018-02-20 14:41:45,1,delivered,automotivo,302,57,1,2018-03-06 18:52:14,o produto não se encaixa direito pois o modelo do agile é 0002 só por ter 2b não foi o correto mas falei o modelo ano,2018-03-01 00:00:00,2,0,0,0,2,0,0,0,1,0
2903,2903,Curitiba,PR,800,2904,satisfeito_com_pedido,satisfeito,2018-03-15 05:09:36.746831,2018-03-21 17:06:33.718386,2018-04-04 00:00:00.000000,21.5,1,59.9,2018-03-15 04:52:26,1,delivered,cama_mesa_banho,507,42,4,2018-03-25 13:58:39,tudo maravilhoso,2018-03-22 00:00:00,5,0,0,0,0,0,0,0,0,3
2904,2904,Marilia,SP,175,2905,problemas_de_entrega,atrasado,2017-06-20 10:25:11.247566,,2017-07-12 00:00:00.000000,13.79,1,110.25,2017-06-17 13:34:04,1,processing,ferramentas_jardim,650,41,1,2017-07-18 20:21:07,nao recebi,2017-07-15 00:00:00,1,0,3,0,0,0,0,0,0,0
2905,2905,Sao Paulo,SP,55,2906,satisfeito_com_pedido,antes_prazo,2017-10-10 20:56:34.605943,2017-10-19 21:47:01.102498,2017-10-27 00:00:00.000000,15.62,1,589.0,2017-10-10 20:44:59,1,delivered,relogios_presentes,1687,44,2,2017-10-23 15:02:02,muito bom produto a recebi bem antes da data marcada super recomendo,2017-10-20 00:00:00,5,3,0,0,0,0,0,0,0,0
2906,2906,Marilia,SP,175,2907,satisfeito_com_pedido,antes_prazo,2017-09-05 21:45:19.012565,2017-09-13 22:47:36.885183,2017-09-26 00:00:00.000000,21.54,1,149.9,2017-09-05 21:31:49,1,delivered,cool_stuff,1704,54,1,2017-09-18 01:02:12,pedi era prá outro endereço entregaram antes do tempo certinho e excelente produto minha neta ficou inda na cadeirinha adorou e eu adorei,2017-09-14 00:00:00,5,2,0,0,0,0,0,0,0,1
2907,2907,Laguna,SC,887,2908,problemas_de_qualidade,baixa_qualidade,2017-10-26 10:49:21.316061,2017-11-03 21:07:44.251209,2017-11-23 00:00:00.000000,15.34,1,84.9,2017-10-26 10:34:02,1,delivered,cama_mesa_banho,150,56,2,2017-11-06 18:39:03,poderia ser mais firme achei fino,2017-11-04 00:00:00,3,0,0,3,0,0,0,0,0,0
2908,2908,Para de Minas,MG,356,2909,,,2017-12-22 02:39:37.628895,2018-01-03 14:07:22.775773,2018-01-22 00:00:00.000000,46.18,2,50.0,2017-12-20 19:20:25,4,delivered,cool_stuff,693,51,3,2018-01-10 11:52:57,este foi o pedido balde com 000 peças blocos de montar 2 un r 25 00 cada não foi entregue vendido e entregue baratheon tapete de eva n letras 36 peças crianças 1 un r 35 90 este foi entreg,2018-01-04 00:00:00,1,0,0,0,1,0,1,1,0,0
2909,2909,Sao Paulo,SP,49,2910,problemas_de_entrega,entrega_parcial,2018-02-02 02:54:30.633711,2018-02-07 21:17:03.181241,2018-02-22 00:00:00.000000,14.14,1,15.99,2018-01-31 09:21:21,2,delivered,bebes,524,50,1,2018-02-09 11:55:23,não recebi o protetor de colchão recebi o travisseiro e o colchão favor veriticar,2018-02-08 00:00:00,1,0,0,0,0,0,0,3,0,0
2910,2910,Santos,SP,110,2911,problemas_de_entrega,outro_entrega,2017-12-09 12:50:58.481937,2017-12-27 02:37:01.463933,2018-01-05 00:00:00.000000,16.98,1,76.89,2017-12-09 11:41:28,1,delivered,audio,207,51,1,2017-12-30 12:17:52,apesar de chegar dentro do prazo foi um tempo muito longo entre a compra e a entrega,2017-12-27 00:00:00,3,0,0,0,0,2,1,0,0,0
2911,2911,Paranagua,PR,832,2912,satisfeito_com_pedido,satisfeito,2017-12-08 15:14:25.118109,2017-12-19 01:13:08.405656,2018-01-05 00:00:00.000000,27.49,1,166.99,2017-12-08 15:06:51,1,delivered,cool_stuff,1623,57,1,2017-12-21 20:11:28,muito bom,2017-12-19 00:00:00,4,0,0,0,0,0,0,0,0,3
2912,2912,Sao Bernardo do Campo,SP,98,2913,satisfeito_com_pedido,satisfeito,2017-07-13 08:05:11.470080,2017-07-17 15:49:43.617521,2017-07-26 00:00:00.000000,12.11,1,129.99,2017-07-13 07:52:36,1,delivered,cool_stuff,661,54,2,2017-07-19 00:13:38,produto entregue em 2 dias uteis bonita e de material resistente,2017-07-18 00:00:00,5,0,0,0,0,0,0,0,0,3
2913,2913,Belem,PA,660,2914,satisfeito_com_pedido,satisfeito,2017-05-18 13:06:09.036478,2017-06-05 15:36:54.072012,2017-07-03 00:00:00.000000,29.1,1,99.9,2017-05-18 12:01:53,1,delivered,fashion_calcados,404,54,4,2017-06-09 16:44:45,serviço prestado de forma elogiável rogo que permaneçam sempre assim pois o produto foi entregue bem antes do tempo,2017-06-06 00:00:00,5,1,0,0,0,0,0,0,0,2
2914,2914,Sao Jose dos Campos,SP,122,2915,problemas_de_entrega,atrasado,2018-03-19 18:35:41.630220,,2018-04-05 00:00:00.000000,15.21,1,159.9,2018-03-19 18:20:14,1,invoiced,esporte_lazer,3823,51,1,2018-04-07 13:04:16,péssima compra não recebi o produto é nenhuma retorno,2018-04-07 00:00:00,1,0,3,0,0,0,0,0,0,0
2915,2915,Lagoa Vermelha,RS,953,2916,satisfeito_com_pedido,satisfeito,2017-06-06 21:45:16.652766,2017-06-19 15:52:06.313086,2017-07-05 00:00:00.000000,16.29,1,219.99,2017-06-06 21:31:50,1,delivered,cama_mesa_banho,162,47,3,2017-06-22 02:01:49,otima,2017-06-20 00:00:00,5,0,0,0,0,0,0,0,0,3
2916,2916,Lavras,MG,372,2917,satisfeito_com_pedido,satisfeito,2017-06-19 19:50:16.407321,2017-07-04 13:59:55.811286,2017-07-18 00:00:00.000000,15.38,1,89.7,2017-06-18 19:43:10,1,delivered,informatica_acessorios,1452,57,3,2017-07-06 02:21:46,como sempre nunca tive problemas em comprar no stark,2017-07-05 00:00:00,5,0,0,0,0,0,0,0,0,3
2917,2917,RIO DE JANEIRO,RJ,205,2918,,,2018-03-06 14:35:46.330138,2018-04-18 00:54:22.954420,2018-04-06 00:00:00.000000,37.42,1,327.49,2018-03-06 14:22:46,1,delivered,informatica_acessorios,1672,58,2,2018-04-08 17:40:40,empresa sem credibilidade,2018-04-08 00:00:00,1,0,0,1,0,0,0,0,0,0
2918,2918,RIO DE JANEIRO,RJ,209,2919,satisfeito_com_pedido,satisfeito,2017-11-28 06:35:19.341981,2017-12-07 21:59:00.706808,2017-12-15 00:00:00.000000,14.1,1,13.99,2017-11-25 13:34:12,1,delivered,perfumaria,942,54,1,2017-12-11 03:11:52,ok,2017-12-08 00:00:00,5,0,0,0,0,0,0,0,0,3
2919,2919,Sao Goncalo,RJ,244,2920,satisfeito_com_pedido,satisfeito,2017-12-05 04:17:35.686832,2017-12-18 23:18:13.594817,2017-12-29 00:00:00.000000,17.6,1,26.99,2017-12-03 17:11:47,1,delivered,pet_shop,393,37,1,2017-12-20 04:09:07,produto de qualidade conforme o anunciado chegou dentro do prazo que o vendedor estipulou,2017-12-19 00:00:00,4,0,0,0,0,0,0,0,0,3
2920,2920,Taubate,SP,120,2921,problemas_de_entrega,entrega_parcial,2018-01-13 02:05:37.497947,2018-01-19 21:11:33.654994,2018-02-09 00:00:00.000000,4.28,1,21.99,2018-01-12 13:01:51,6,delivered,cama_mesa_banho,239,54,1,2018-01-23 01:50:09,a unica peça ainda não entregue foi o lençol de solteiro com elástico branco o restante foi com bastante antecedencia talvez tenha ocorrido algum erro na logistica deles ou do correio,2018-01-20 00:00:00,5,0,1,0,0,0,0,2,0,0
2921,2921,BRASILIA,DF,724,2922,satisfeito_com_pedido,satisfeito,2017-12-13 16:35:28.009637,2017-12-22 21:03:11.469733,2018-01-09 00:00:00.000000,21.75,1,129.99,2017-12-13 16:26:29,1,delivered,brinquedos,1632,59,3,2017-12-29 18:19:20,mesinha super legal para seu pequeno,2017-12-23 00:00:00,5,0,0,0,0,0,0,0,0,3
2922,2922,Resende,RJ,275,2923,satisfeito_com_pedido,satisfeito,2017-05-17 15:45:13.755490,2017-06-03 11:22:35.220500,2017-06-08 00:00:00.000000,53.67,1,152.9,2017-05-17 15:33:47,1,delivered,utilidades_domesticas,225,55,1,2017-06-07 22:59:37,produto de excelente qualidade e otimo prazo de entrega,2017-06-04 00:00:00,5,0,0,0,0,0,0,0,0,3
2923,2923,Joao Pessoa,PB,580,2924,problemas_de_entrega,entrega_parcial,2017-06-21 12:50:28.488700,2017-07-04 14:41:30.989961,2017-07-31 00:00:00.000000,75.91,2,999.8,2017-06-20 12:46:08,2,delivered,cool_stuff,1513,38,1,2017-07-06 04:35:09,não recebi o produto todo falaram duas bonecas,2017-07-05 00:00:00,3,0,1,0,0,0,0,2,0,0
2924,2924,Braganca Paulista,SP,129,2925,satisfeito_com_pedido,satisfeito,2017-11-25 05:50:04.999707,2017-12-07 00:23:24.845970,2017-12-15 00:00:00.000000,16.29,1,75.0,2017-11-24 17:09:56,1,delivered,papelaria,482,43,2,2017-12-12 18:17:03,recebi o produto conforme a descrição no anuncio de uma maneira rápida e muito bem acondicionado,2017-12-08 00:00:00,5,1,0,0,0,0,0,0,0,2
2925,2925,Campinas,SP,130,2926,problemas_de_entrega,atrasado,2017-11-24 13:11:46.937925,2017-12-11 23:35:23.028154,2017-12-08 00:00:00.000000,14.43,1,117.3,2017-11-24 01:43:41,1,delivered,automotivo,570,53,1,2017-12-11 01:41:34,não recebi o produto ainda,2017-12-10 00:00:00,2,0,3,0,0,0,0,0,0,0
2926,2926,Cuiaba,MT,780,2927,problemas_de_entrega,entrega_parcial,2017-11-28 02:58:35.224178,2017-12-20 17:38:14.741363,2017-12-26 00:00:00.000000,19.66,1,49.0,2017-11-26 15:33:53,2,delivered,ferramentas_jardim,341,59,2,2017-12-22 04:47:11,recebi uma caixa e quando abri só tinha a luminária amarela a vermelha não veio espero que me retorne e me envie a oura parte do pedido não enviado,2017-12-21 00:00:00,4,0,0,0,0,0,0,3,0,0
2927,2927,Sao Paulo,SP,58,2928,problemas_de_entrega,entrega_parcial,2018-01-12 00:30:55.830839,2018-01-31 16:46:54.695142,2018-02-02 00:00:00.000000,12.41,1,69.9,2018-01-12 00:08:46,2,delivered,moveis_decoracao,671,63,2,2018-02-06 02:11:18,oi só chegou os tapetes até agora está faltando os espelho e os sapinhos está demorando muito,2018-02-01 00:00:00,1,0,0,0,0,0,0,3,0,0
2928,2928,SAO PAULO,SP,82,2929,satisfeito_com_pedido,satisfeito,2018-03-15 03:30:41.326110,2018-03-26 16:23:47.494556,2018-03-29 00:00:00.000000,14.47,1,53.9,2018-03-13 16:56:45,1,delivered,ferramentas_jardim,341,59,2,2018-03-29 23:41:57,produto muito bom,2018-03-27 00:00:00,5,0,0,0,0,0,0,0,0,3
2929,2929,Sao Paulo,SP,23,2930,satisfeito_com_pedido,antes_prazo,2017-09-21 16:56:11.765064,2017-10-02 20:52:32.873837,2017-10-13 00:00:00.000000,11.77,1,45.0,2017-09-21 16:41:15,2,delivered,utilidades_domesticas,57,27,1,2017-10-05 21:07:34,chegou muito antes do prazo muito bem embalado tudo perfeito amei,2017-10-03 00:00:00,5,3,0,0,0,0,0,0,0,0
2930,2930,Patos de Minas,MG,387,2931,problemas_de_entrega,entrega_parcial,2018-03-31 11:08:26.856074,2018-04-14 10:41:02.356034,2018-04-23 00:00:00.000000,26.94,1,149.9,2018-03-31 10:18:46,2,delivered,cama_mesa_banho,234,60,1,2018-04-17 18:23:35,recebi apenas o blackout a cortina ainda não recebi,2018-04-15 00:00:00,4,0,0,0,0,0,0,3,0,0
2931,2931,Sao Paulo,SP,29,2932,problemas_de_entrega,outro_entrega,2017-07-20 00:10:14.669135,2017-07-26 21:37:56.952411,2017-08-09 00:00:00.000000,12.64,1,163.0,2017-07-18 00:29:02,1,delivered,relogios_presentes,556,33,3,2017-07-28 02:39:33,super recomendo porem na região da zona norte os correios não fazem entrega eu paguei o frete e tive que fazer retirada mais tirando isso produto show de bola,2017-07-27 00:00:00,5,0,0,0,0,2,0,0,0,1
2932,2932,Suzano,SP,86,2933,problemas_de_qualidade,outro_pedido,2017-09-10 14:45:15.069354,,2017-09-27 00:00:00.000000,11.85,1,29.9,2017-09-10 14:32:25,1,canceled,telefonia,292,43,2,2017-09-29 12:17:40,realizei o pedido do produto e após pagamento recebi a informação de que não tinha disponível em estoque,2017-09-29 00:00:00,1,0,0,0,0,0,3,0,0,0
2933,2933,Braganca Paulista,SP,129,2934,satisfeito_com_pedido,antes_prazo,2017-11-30 09:08:31.798631,2017-12-05 12:45:01.327637,2017-12-19 00:00:00.000000,11.73,1,58.99,2017-11-30 08:58:59,1,delivered,beleza_saude,492,59,2,2017-12-06 20:32:27,muito satisfeito produto chegou antes do previst maravilhoso,2017-12-06 00:00:00,5,2,0,0,0,0,0,0,0,1
2934,2934,Vila Velha,ES,291,2935,satisfeito_com_pedido,satisfeito,2017-11-29 19:16:52.593372,2017-12-21 23:52:07.383893,2017-12-20 00:00:00.000000,16.11,1,44.9,2017-11-27 17:55:33,1,delivered,utilidades_domesticas,536,31,1,2017-12-24 13:04:20,tudo aconteceu como o previsto,2017-12-22 00:00:00,5,0,0,0,0,0,0,0,0,3
2935,2935,Sao Paulo,SP,47,2936,problemas_de_qualidade,diferente_do_anunciado,2018-03-04 12:41:24.796529,2018-03-12 18:42:43.855131,2018-03-15 00:00:00.000000,11.73,1,74.99,2018-03-04 11:48:10,1,delivered,esporte_lazer,2164,50,5,2018-03-14 15:05:43,imagem ilustrativa excedeu as expectativas para o real produto portanto propaganda com caráter ilusório,2018-03-13 00:00:00,3,0,0,1,2,0,0,0,0,0
2936,2936,Novo Hamburgo,RS,935,2937,satisfeito_com_pedido,antes_prazo,2017-10-02 09:14:09.386751,2017-10-07 12:37:52.029005,2017-10-30 00:00:00.000000,17.65,1,199.9,2017-10-02 08:56:46,1,delivered,brinquedos,1100,47,6,2017-10-08 19:09:53,recebemos bem antes do programado recomendo,2017-10-08 00:00:00,4,3,0,0,0,0,0,0,0,0
2937,2937,Jundiai,SP,132,2938,problemas_de_entrega,entrega_parcial,2018-01-24 21:56:44.777419,2018-01-31 23:12:07.615623,2018-02-09 00:00:00.000000,18.68,2,76.8,2018-01-24 21:32:26,1,delivered,moveis_decoracao,829,49,1,2018-02-04 13:39:40,comprei duas unidades e só recibi uma,2018-02-01 00:00:00,2,0,0,0,0,0,0,3,0,0
2938,2938,Icem,SP,154,2939,satisfeito_com_pedido,satisfeito,2017-11-24 16:13:18.914887,2017-11-30 15:27:13.120541,2017-12-14 00:00:00.000000,17.24,1,229.99,2017-11-24 14:03:15,1,delivered,cool_stuff,934,55,1,2017-12-01 22:43:06,excelente,2017-12-01 00:00:00,1,0,0,0,0,0,0,0,0,3
2939,2939,Cambui,MG,376,2940,problemas_de_qualidade,diferente_do_anunciado,2017-11-28 03:31:16.264032,2017-12-21 14:37:11.452568,2017-12-20 00:00:00.000000,15.1,1,16.99,2017-11-27 13:25:29,1,delivered,fashion_bolsas_e_acessorios,572,50,5,2017-12-24 16:36:54,a loja em si é boa porém eu pedi um colar e veio um outro totalmente diferente,2017-12-22 00:00:00,3,0,0,0,3,0,0,0,0,0
2940,2940,Taubate,SP,120,2941,problemas_de_entrega,atrasado,2018-03-14 15:00:23.776502,,2018-04-02 00:00:00.000000,13.52,1,154.0,2018-03-13 14:36:36,1,invoiced,esporte_lazer,3614,60,1,2018-04-05 19:23:42,por ser uma encomenda pela internet já ficamos com medo que o produto não chegue até o momento o produto não foi entregue sendo que o prazo limite era dia 03 04,2018-04-05 00:00:00,1,0,3,0,0,0,0,0,0,0
2941,2941,Pirajui,SP,166,2942,satisfeito_com_pedido,satisfeito,2017-09-06 12:30:14.824220,2017-09-15 21:27:52.101175,2017-09-29 00:00:00.000000,35.9,1,299.99,2017-09-06 12:18:55,1,delivered,telefonia,1892,56,4,2017-09-18 21:33:23,excelente empresa,2017-09-16 00:00:00,5,0,0,0,0,0,0,0,0,3
2942,2942,Manoel Viana,RS,976,2943,satisfeito_com_pedido,antes_prazo,2017-06-17 03:23:13.734320,2017-06-28 14:58:05.726921,2017-07-11 00:00:00.000000,15.1,1,32.9,2017-06-16 10:37:01,1,delivered,brinquedos,457,54,1,2017-06-30 14:32:43,entrega rapida mesmo para interior produto correto e de qualidade recomendo,2017-06-29 00:00:00,5,2,1,0,0,0,0,0,0,0
2943,2943,Sao Carlos,SP,135,2944,satisfeito_com_pedido,antes_prazo,2017-06-03 21:02:32.574525,2017-06-08 13:17:33.706717,2017-06-26 00:00:00.000000,58.82,1,388.0,2017-06-03 20:50:25,1,delivered,bebes,872,53,2,2017-06-10 03:18:00,superou minhas expectativas produto de excelente qualidade adoreei como sempre entrega antes do prazo,2017-06-09 00:00:00,5,2,0,0,0,0,0,0,0,1
2944,2944,Maringa,PR,870,2945,satisfeito_com_pedido,satisfeito,2017-05-04 14:02:42.805716,2017-05-11 10:00:10.472686,2017-05-29 00:00:00.000000,29.04,2,79.8,2017-05-04 13:48:12,1,delivered,esporte_lazer,738,63,1,2017-05-15 13:59:20,entrega dentro do prazo produto sem nenhum problema,2017-05-12 00:00:00,4,0,0,0,0,0,0,0,0,3
2945,2945,Itatiba,SP,132,2946,satisfeito_com_pedido,antes_prazo,2017-12-15 16:32:16.246670,2017-12-21 22:28:22.485592,2018-01-04 00:00:00.000000,7.78,1,49.99,2017-12-15 15:46:58,1,delivered,fashion_bolsas_e_acessorios,147,57,6,2017-12-23 02:56:31,chegou antes do combinado recomendo,2017-12-22 00:00:00,4,3,0,0,0,0,0,0,0,0
2946,2946,Belem,PA,666,2947,satisfeito_com_pedido,satisfeito,2017-12-23 17:31:31.197670,2018-01-17 01:16:47.131198,2018-02-06 00:00:00.000000,42.45,1,59.9,2017-12-23 17:20:36,1,delivered,informatica_acessorios,417,60,1,2018-01-20 01:26:33,confiável,2018-01-17 00:00:00,5,0,0,0,0,0,0,0,0,3
2947,2947,Belo Horizonte,MG,301,2948,problemas_de_entrega,entrega_parcial,2018-02-27 18:29:01.871733,2018-03-14 20:48:21.425999,2018-04-02 00:00:00.000000,0.99,1,61.9,2018-02-27 18:08:13,2,delivered,informatica_acessorios,417,60,1,2018-03-16 21:57:10,a entrega foi parcial pois somente o 93 foi entregue estando pendente o 92,2018-03-15 00:00:00,1,0,0,0,0,0,0,3,0,0
2948,2948,Feira de Santana,BA,440,2949,satisfeito_com_pedido,satisfeito,2017-11-12 19:26:36.709738,2017-11-24 18:22:11.795551,2017-12-08 00:00:00.000000,36.86,1,219.9,2017-11-12 19:07:17,1,delivered,fashion_roupa_masculina,1509,34,4,2017-11-25 23:10:12,produto excelente,2017-11-25 00:00:00,5,0,0,0,0,0,0,0,0,3
2949,2949,Mogi Mirim,SP,138,2950,satisfeito_com_pedido,antes_prazo,2017-07-09 18:05:28.767860,2017-07-17 19:43:31.423431,2017-07-31 00:00:00.000000,12.69,1,34.9,2017-07-09 17:53:12,1,delivered,ferramentas_jardim,1251,59,2,2017-07-20 18:13:42,recebi o produto antes do prazo previsto veio tudo em ordem recomendo,2017-07-18 00:00:00,5,3,0,0,0,0,0,0,0,0
2950,2950,Tres Coracoes,MG,374,2951,problemas_de_entrega,outro_entrega,2018-02-26 14:35:31.540952,2018-04-04 21:29:59.036910,2018-03-23 00:00:00.000000,16.96,1,74.9,2018-02-26 14:18:53,1,delivered,automotivo,694,33,1,2018-03-28 03:27:52,lannister é o pior site de compras na internet muito enrolado as entregas,2018-03-25 00:00:00,1,0,1,0,0,2,0,0,0,0
2951,2951,Serra,ES,291,2952,satisfeito_com_pedido,satisfeito,2017-12-15 17:00:50.444906,2018-01-04 00:29:14.353874,2018-01-11 00:00:00.000000,14.1,1,49.0,2017-12-15 15:55:59,1,delivered,fashion_bolsas_e_acessorios,150,59,7,2018-01-05 12:45:19,produto bem legal,2018-01-04 00:00:00,5,0,0,0,0,0,0,0,0,3
2952,2952,Sao Paulo,SP,49,2953,problemas_de_entrega,entrega_parcial,2018-02-14 10:47:49.092558,2018-03-01 17:52:59.217206,2018-03-13 00:00:00.000000,56.7,1,109.9,2018-02-14 10:32:00,4,delivered,cama_mesa_banho,607,54,1,2018-03-03 13:03:46,bom dia esta faltando um cpmonjo de mesa que esta junto com a colcha na quinta feira recebi um produto mas o outro nao a colcha veio junto com os cabides mas não o cominho de mesa,2018-03-02 00:00:00,3,0,0,0,0,0,0,3,0,0
2953,2953,Nova Olimpia,MT,783,2954,problemas_de_entrega,atrasado,2017-11-23 23:28:44.836066,2017-12-14 21:56:57.162739,2017-12-22 00:00:00.000000,19.66,1,49.0,2017-11-23 23:15:48,1,delivered,ferramentas_jardim,366,57,2,2017-12-17 22:24:37,não chegou o produto que comprei estou insatisfeita com a loja,2017-12-15 00:00:00,1,0,3,0,0,0,0,0,0,0
2954,2954,RIO DE JANEIRO,RJ,222,2955,satisfeito_com_pedido,antes_prazo,2017-06-12 14:02:42.427523,2017-06-26 13:32:38.972073,2017-07-05 00:00:00.000000,17.6,1,40.0,2017-06-12 13:50:44,4,delivered,cama_mesa_banho,234,50,1,2017-06-28 13:18:23,chegou bem antes do prazo bom produto,2017-06-27 00:00:00,5,3,0,0,0,0,0,0,0,0
2955,2955,Santo Andre,SP,92,2956,satisfeito_com_pedido,antes_prazo,2017-10-17 13:06:25.552239,2017-10-23 16:11:05.251567,2017-10-27 00:00:00.000000,10.7,1,269.0,2017-10-17 12:16:50,1,delivered,informatica_acessorios,498,43,1,2017-10-26 18:03:34,o que me surpreendeu foi a entrega antes do prazo era previsto dia 27 10 e recebi dia 23 10,2017-10-24 00:00:00,5,3,0,0,0,0,0,0,0,0
2956,2956,RIO DE JANEIRO,RJ,200,2957,satisfeito_com_pedido,antes_prazo,2017-09-04 11:30:20.019407,2017-09-11 20:41:29.988252,2017-09-26 00:00:00.000000,21.93,1,79.0,2017-09-04 11:17:55,2,delivered,brinquedos,66,52,3,2017-09-13 20:56:30,como sempre lojas lannister esta de parabéns produto entregue bem antes da data produtos otimo amei,2017-09-12 00:00:00,5,2,0,0,0,0,0,0,0,1
2957,2957,Sao Bernardo do Campo,SP,98,2958,satisfeito_com_pedido,satisfeito,2017-09-28 16:04:38.814446,2017-10-09 20:04:02.531962,2017-10-25 00:00:00.000000,16.11,1,35.9,2017-09-28 15:45:33,1,delivered,livros_interesse_geral,623,34,5,2017-10-11 02:42:34,produto de ótima qualidade e entrega dentro do prazo,2017-10-10 00:00:00,5,0,0,0,0,0,0,0,0,3
2958,2958,BRASILIA,DF,710,2959,satisfeito_com_pedido,antes_prazo,2018-01-08 15:50:26.435489,2018-01-16 22:37:57.427291,2018-02-01 00:00:00.000000,14.1,1,32.99,2018-01-08 15:40:15,1,delivered,beleza_saude,806,42,1,2018-01-18 23:43:15,produto super bem embalado entrega realizada antes do prazo previsto,2018-01-17 00:00:00,5,3,0,0,0,0,0,0,0,0
2959,2959,Belo Horizonte,MG,306,2960,,,2018-01-02 12:29:22.727727,2018-01-11 22:42:10.973396,2018-01-24 00:00:00.000000,16.3,1,219.94,2018-01-02 12:13:57,1,delivered,beleza_saude,3745,61,8,2018-01-13 10:33:50,eu havia pedido o cancelamento no entanto o pedido foi entregue assim mesmo,2018-01-12 00:00:00,3,0,0,0,0,1,1,0,1,0
2960,2960,BRASILIA,DF,733,2961,satisfeito_com_pedido,antes_prazo,2018-01-27 18:18:47.360350,2018-02-06 19:07:33.549084,2018-02-22 00:00:00.000000,17.23,1,139.99,2018-01-27 04:38:51,1,delivered,cool_stuff,798,45,1,2018-02-07 23:38:59,produto de boa qualidade custo benefício ótimos e a entrega foi antes do previsto,2018-02-07 00:00:00,4,3,0,0,0,0,0,0,0,0
2961,2961,Goitacazes,RJ,281,2962,,,2018-03-15 03:29:31.991478,2018-04-09 22:33:30.366857,2018-04-05 00:00:00.000000,58.76,1,129.0,2018-03-14 08:38:24,1,delivered,informatica_acessorios,1893,59,1,2018-04-10 06:38:44,revom endo,2018-04-08 00:00:00,5,0,0,0,0,0,0,0,1,0
2962,2962,Porto Alegre,RS,919,2963,satisfeito_com_pedido,satisfeito,2017-09-19 08:05:56.492634,2017-10-04 18:58:02.578960,2017-10-13 00:00:00.000000,15.11,1,16.9,2017-09-19 07:53:29,2,delivered,moveis_decoracao,1039,46,1,2017-10-06 03:39:27,melhor do que o esperado,2017-10-05 00:00:00,5,0,0,0,0,0,0,0,0,3
2963,2963,Angra dos Reis,RJ,239,2964,problemas_de_entrega,atrasado,2017-12-03 19:33:51.393652,2018-01-04 21:38:48.302503,2017-12-29 00:00:00.000000,13.95,1,89.9,2017-12-03 19:18:56,4,delivered,cama_mesa_banho,244,55,1,2017-12-31 15:59:45,recebinum email nele constava que houve um problema no transporte da minha encomenda porém quando pedi um exclarecimento simplesmente ignoraram,2017-12-31 00:00:00,1,0,2,0,0,0,1,0,0,0
2964,2964,Salvador,BA,402,2965,satisfeito_com_pedido,satisfeito,2017-07-17 18:35:18.446833,2017-07-29 14:22:32.640122,2017-08-17 00:00:00.000000,17.62,1,150.0,2017-07-17 18:17:48,1,delivered,eletronicos,736,31,3,2017-07-31 07:43:47,recomendo esse vendedor,2017-07-30 00:00:00,5,0,0,0,0,0,0,0,0,3
2965,2965,Mogi das Cruzes,SP,87,2966,problemas_de_qualidade,baixa_qualidade,2017-12-28 22:08:20.775285,2018-01-08 19:39:30.689420,2018-01-23 00:00:00.000000,11.85,1,48.0,2017-12-28 21:55:54,1,delivered,cama_mesa_banho,437,47,2,2018-01-10 01:59:40,produto de péssima qualidade material ruim fraco e feio me senti enganada pelo preço pensei que seria muito melhor na foto anunciada e pela descrição parecia melhor e mais bonito dá vergonha,2018-01-09 00:00:00,1,0,0,2,1,0,0,0,0,0
2966,2966,Cabo Frio,RJ,289,2967,,,2018-02-06 18:55:36.309438,2018-03-10 18:21:09.861634,2018-03-01 00:00:00.000000,17.6,1,49.9,2018-02-06 18:30:17,1,delivered,ferramentas_jardim,348,56,2,2018-03-03 14:07:09,acho isso uma falta de respeito com o cliente,2018-03-03 00:00:00,1,0,0,0,0,0,0,0,0,0
2967,2967,Sao Paulo,SP,36,2968,problemas_de_qualidade,devolucao,2018-02-04 15:50:44.445271,2018-02-06 15:05:22.191369,2018-02-21 00:00:00.000000,11.75,1,229.99,2018-02-04 15:35:15,4,delivered,cool_stuff,934,55,1,2018-02-09 20:12:58,o abajur veio certinho porém o ki bolsa a pequena veio rasgada e agora a troca é uma burocracia difícil o pós venda,2018-02-07 00:00:00,2,0,0,0,0,0,0,0,3,0
